"Reference.Code"	"year"	"time.pulled"	"Type"	"Journal"	"authors"	"article"	"original.sample.size"	"mention.outliers"	"final.sample.size"	"number.outliers"	"Basics"	"ANOVA"	"Regression"	"ChiSquare"	"Nonparametric"	"Modeling"	"BayesOther"
"@Comer2017a"	"2017"	"2017"	"Clinical"	"Journal of Consulting and Clinical Psychology"	"Comer, Jonathan S.; et al"	"Remotely Delivering Real-Time Parent Training to the Home: An Initial  Randomized Trial of Internet-Delivered ParentChild Interaction Therapy (I-PCIT)"	"40"	"No"	"40"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"0"
"@Cooper2017a"	"2017"	"2017"	"Clinical"	"Journal of Consulting and Clinical Psychology"	"Cooper, Andrew A.; et al"	"Do Changes in Trauma-Related Beliefs Predict PTSD Symptom Improvement in Prolonged Exposure and Sertraline?"	"134"	"No"	"134"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"
"@Crits-Christoph2017a"	"2017"	"2017"	"Clinical"	"Journal of Consulting and Clinical Psychology"	"Crits-Cristoph, Paul; et al"	"Mechanisms of Change in Cognitive Therapy for Major Depressive Disorder in the Community Mental Health Setting"	"237"	"No"	"237"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"0"
"@Driessen2017"	"2017"	"2017"	"Clinical"	"Journal of Consulting and Clinical Psychology"	"Driessen, Ellen; et al"	"Cognitive-Behavioral Versus Psychodynamic Therapy for Major Depression: Secondary Outcomes of a Randomized Clinical Trial"	"341"	"No"	"341"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"
"@BennebroekEvertsz2017a"	"2017"	"2017"	"Clinical"	"Journal of Consulting and Clinical Psychology"	"Evertsz, Floor Bennebroek; et al"	"Effectiveness of CognitiveBehavioral Therapy on Quality of Life, Anxiety, and Depressive Symptoms Among Patients With Inflammatory Bowel Disease: A Multicenter Randomized Controlled Trial"	"118"	"No"	"118"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"
"@Felder2017a"	"2017"	"2017"	"Clinical"	"Journal of Consulting and Clinical Psychology"	"Felder, Jennifer N.; et al"	"Depressive Symptoms and Gestational Length Among Pregnant Adolescents: Cluster Randomized Control Trial of Centering PregnancyPlus Group Prenatal Care"	"1135"	"No"	"1135"	"0"	"1"	"0"	"1"	"1"	"1"	"1"	"0"
"@Foa2017a"	"2017"	"2017"	"Clinical"	"Journal of Consulting and Clinical Psychology"	"Foa, Edna B.; et al"	"Concurrent Varenicline and Prolonged Exposure for Patients With NicotineDependence and PTSD: A Randomized Controlled Trial"	"142"	"No"	"142"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"0"
"@Hill2017"	"2017"	"2017"	"Clinical"	"Journal of Consulting and Clinical Psychology"	"Hill, Ryan M.; et al"	"Prospective Identification of Adolescent Suicide Ideation Using Classification Tree Analysis: Models for Community-Based Screening"	"4799"	"No"	"4799"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"@Lau2017"	"2017"	"2017"	"Clinical"	"Journal of Consulting and Clinical Psychology"	"Lau, Anna; et al"	"Therapist Report of Adaptations to Delivery of Evidence-Based Practices Within a System-Driven Reform of Publicly Funded Childrens Mental Health Services"	"572"	"No"	"572"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"
"@Leykin2017a"	"2017"	"2017"	"Clinical"	"Journal of Consulting and Clinical Psychology"	"Leykin, Yan; et al"	"The Effect of Depression on the Decision to Join a Clinical Trial"	"179"	"No"	"179"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"
"@MacDonald2017a"	"2017"	"2017"	"Clinical"	"Journal of Consulting and Clinical Psychology"	"MacDonald, Danielle E.; et al"	"Rapid Response to Intensive Treatment for Bulimia Nervosa and Purging Disorder: A Randomized Controlled Trial of a CBT Intervention to Facilitate Early Behavior Change"	"44"	"No"	"44"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"0"
"@Miller2017"	"2017"	"2017"	"Clinical"	"Journal of Consulting and Clinical Psychology"	"Miller, Adam Bryant; et al"	"A Within-Person Approach to Risk for Suicidal Ideation and Suicidal Behavior: Examining the Roles of Depression, Stress, and Abuse Exposure"	"220"	"No"	"220"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"0"
"@Muehlenkamp2017"	"2017"	"2017"	"Clinical"	"Journal of Consulting and Clinical Psychology"	"Muehlenkamp, Jennifer J.; et al"	"How Much Is Enough? Examining Frequency Criteria for NSSI Disorder in Adolescent Inpatients"	"746"	"No"	"746"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"0"
"@Owens2017a"	"2017"	"2017"	"Clinical"	"Journal of Consulting and Clinical Psychology"	"Owens, Elizabeth B.; et al"	"Girls With Childhood ADHD as Adults: Cross-Domain Outcomes by Diagnostic Persistence"	"228"	"Yes"	"228"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"0"
"@Puspitasari2017a"	"2017"	"2017"	"Clinical"	"Journal of Consulting and Clinical Psychology"	"Puspitasari, Ajeng J.; et al"	"A Randomized Controlled Trial of an Online, Modular, Active Learning Training Program for Behavioral Activation for Depression"	"77"	"No"	"77"	"0"	"1"	"0"	"1"	"1"	"0"	"1"	"0"
"@Schacht2017a"	"2017"	"2017"	"Clinical"	"Journal of Consulting and Clinical Psychology"	"Schacht, Rebecca L.; et al"	"Incentivizing Attendance to Prolonged Exposure for PTSD With Opioid Use Disorder Patients: A Randomized Controlled Trial"	"58"	"No"	"58"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"0"
"@Schmidt2017a"	"2017"	"2017"	"Clinical"	"Journal of Consulting and Clinical Psychology"	"Schmidt, Norman B.; et al"	"A Randomized Clinical Trial Targeting Anxiety Sensitivity for PatientsWith Suicidal Ideation"	"74"	"No"	"74"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"
"@Stephens2017a"	"2017"	"2017"	"Clinical"	"Journal of Consulting and Clinical Psychology"	"Stephens, Skye; et al"	"Multiple Indicators of Sexual Interest in Prepubescent or Pubescent Children as Predictors of Sexual Recidivism"	"656"	"No"	"656"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"
"@Stice2017a"	"2017"	"2017"	"Clinical"	"Journal of Consulting and Clinical Psychology"	"Stice, Eric; et al"	"Clinician-Led, Peer-Led, and Internet-Delivered Dissonance-Based Eating Disorder Prevention Programs: Acute Effectiveness of These Delivery Modalities"	"680"	"No"	"680"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"
"@Vandierendonck2012"	"2012"	"2012"	"Cognitive"	"Cognitive Psychology"	"Andre Vandierendonck, et al."	"A chain retrieval model for automatic task switching"	"80"	"No"	"80"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"
"@Vandierendonck2012"	"2012"	"2012"	"Cognitive"	"Cognitive Psychology"	"Andre Vandierendonck, et al."	"A chain retrieval model for automatic task switching"	"35"	"Yes"	"33"	"2"	"1"	"1"	"0"	"0"	"0"	"0"	"0"
"@Vandierendonck2012"	"2012"	"2012"	"Cognitive"	"Cognitive Psychology"	"Andre Vandierendonck, et al."	"A chain retrieval model for automatic task switching"	"24"	"Yes"	"23"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"
"@Vandierendonck2012"	"2012"	"2012"	"Cognitive"	"Cognitive Psychology"	"Andre Vandierendonck, et al."	"A chain retrieval model for automatic task switching"	"27"	"Yes"	"17"	"10"	"1"	"1"	"0"	"0"	"0"	"0"	"0"
"@Cimpian2012"	"2012"	"2012"	"Cognitive"	"Cognitive Psychology"	"Andrei Cimpian, et al."	"Remembering kinds: New evidence that categories are privileged in children?s thinking"	"64"	"No"	"64"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"
"@Cimpian2012"	"2012"	"2012"	"Cognitive"	"Cognitive Psychology"	"Andrei Cimpian, et al."	"Remembering kinds: New evidence that categories are privileged in children?s thinking"	"64"	"No"	"64"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"
"@Cimpian2012"	"2012"	"2012"	"Cognitive"	"Cognitive Psychology"	"Andrei Cimpian, et al."	"Remembering kinds: New evidence that categories are privileged in children?s thinking"	"64"	"No"	"64"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"
"@Endress2011"	"2011"	"2012"	"Cognitive"	"Cognitive Psychology"	"Ansgar D. Endress, et al."	"From movements to actions: Two mechanisms for learning action sequences"	"20"	"No"	"20"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"
"@Endress2011"	"2011"	"2012"	"Cognitive"	"Cognitive Psychology"	"Ansgar D. Endress, et al."	"From movements to actions: Two mechanisms for learning action sequences"	"20"	"No"	"20"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"
"@Endress2011"	"2011"	"2012"	"Cognitive"	"Cognitive Psychology"	"Ansgar D. Endress, et al."	"From movements to actions: Two mechanisms for learning action sequences"	"20"	"No"	"20"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"
"@Endress2011"	"2011"	"2012"	"Cognitive"	"Cognitive Psychology"	"Ansgar D. Endress, et al."	"From movements to actions: Two mechanisms for learning action sequences"	"20"	"No"	"20"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"
"@Endress2011"	"2011"	"2012"	"Cognitive"	"Cognitive Psychology"	"Ansgar D. Endress, et al."	"From movements to actions: Two mechanisms for learning action sequences"	"20"	"No"	"20"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"
"@Endress2011"	"2011"	"2012"	"Cognitive"	"Cognitive Psychology"	"Ansgar D. Endress, et al."	"From movements to actions: Two mechanisms for learning action sequences"	"20"	"No"	"20"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"
"@Endress2011"	"2011"	"2012"	"Cognitive"	"Cognitive Psychology"	"Ansgar D. Endress, et al."	"From movements to actions: Two mechanisms for learning action sequences"	"20"	"No"	"20"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"
"@Endress2011"	"2011"	"2012"	"Cognitive"	"Cognitive Psychology"	"Ansgar D. Endress, et al."	"From movements to actions: Two mechanisms for learning action sequences"	"20"	"No"	"20"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"
"@Endress2011"	"2011"	"2012"	"Cognitive"	"Cognitive Psychology"	"Ansgar D. Endress, et al."	"From movements to actions: Two mechanisms for learning action sequences"	"20"	"No"	"20"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"
"@Endress2011"	"2011"	"2012"	"Cognitive"	"Cognitive Psychology"	"Ansgar D. Endress, et al."	"From movements to actions: Two mechanisms for learning action sequences"	"40"	"No"	"40"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"
"@Endress2011"	"2011"	"2012"	"Cognitive"	"Cognitive Psychology"	"Ansgar D. Endress, et al."	"From movements to actions: Two mechanisms for learning action sequences"	"40"	"No"	"40"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"
"@Endress2011"	"2011"	"2012"	"Cognitive"	"Cognitive Psychology"	"Ansgar D. Endress, et al."	"From movements to actions: Two mechanisms for learning action sequences"	"20"	"Yes"	"19"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"
"@Rottman2012"	"2012"	"2012"	"Cognitive"	"Cognitive Psychology"	"Benjamin M. Rottman, et al."	"Causal structure learning over time: Observations and interventions"	"36"	"No"	"36"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"
"@Rottman2012"	"2012"	"2012"	"Cognitive"	"Cognitive Psychology"	"Benjamin M. Rottman, et al."	"Causal structure learning over time: Observations and interventions"	"28"	"No"	"28"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"
"@Rottman2012"	"2012"	"2012"	"Cognitive"	"Cognitive Psychology"	"Benjamin M. Rottman, et al."	"Causal structure learning over time: Observations and interventions"	"20"	"No"	"20"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"
"@Rottman2012"	"2012"	"2012"	"Cognitive"	"Cognitive Psychology"	"Benjamin M. Rottman, et al."	"Causal structure learning over time: Observations and interventions"	"32"	"No"	"32"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"
"@Rottman2012"	"2012"	"2012"	"Cognitive"	"Cognitive Psychology"	"Benjamin M. Rottman, et al."	"Causal structure learning over time: Observations and interventions"	"20"	"No"	"20"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"
"@Rottman2012"	"2012"	"2012"	"Cognitive"	"Cognitive Psychology"	"Benjamin M. Rottman, et al."	"Causal structure learning over time: Observations and interventions"	"16"	"No"	"16"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"
"@Rottman2012"	"2012"	"2012"	"Cognitive"	"Cognitive Psychology"	"Benjamin M. Rottman, et al."	"Causal structure learning over time: Observations and interventions"	"20"	"No"	"20"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"
"@Rottman2012"	"2012"	"2012"	"Cognitive"	"Cognitive Psychology"	"Benjamin M. Rottman, et al."	"Causal structure learning over time: Observations and interventions"	"24"	"No"	"24"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"
"@Clifton2012"	"2012"	"2012"	"Cognitive"	"Cognitive Psychology"	"Charles Clifton Jr., et al."	"Discourse integration guided by the ?Question
under Discussion?"	"60"	"Yes"	"47"	"13"	"0"	"1"	"1"	"0"	"0"	"1"	"0"
"@Clifton2012"	"2012"	"2012"	"Cognitive"	"Cognitive Psychology"	"Charles Clifton Jr., et al."	"Discourse integration guided by the ?Question
under Discussion?"	"55"	"Yes"	"42"	"13"	"0"	"0"	"0"	"0"	"0"	"1"	"0"
"@Clifton2012"	"2012"	"2012"	"Cognitive"	"Cognitive Psychology"	"Charles Clifton Jr., et al."	"Discourse integration guided by the ?Question
under Discussion?"	"51"	"Yes"	"27"	"24"	"0"	"1"	"1"	"0"	"0"	"1"	"0"
"@Kemp2012"	"2012"	"2012"	"Cognitive"	"Cognitive Psychology"	"Charles Kemp, et al."	"An integrated account of generalization across objects and features"	"32"	"No"	"32"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"
"@Kemp2012"	"2012"	"2012"	"Cognitive"	"Cognitive Psychology"	"Charles Kemp, et al."	"An integrated account of generalization across objects and features"	"16"	"No"	"16"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"
"@Kemp2012"	"2012"	"2012"	"Cognitive"	"Cognitive Psychology"	"Charles Kemp, et al."	"An integrated account of generalization across objects and features"	"18"	"No"	"17"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"
"@White2011"	"2011"	"2012"	"Cognitive"	"Cognitive Psychology"	"Corey N. White, et al."	"Diffusion models of the flanker task: Discrete versus gradual attentional selection"	"22"	"Yes"	"22"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"
"@White2011"	"2011"	"2012"	"Cognitive"	"Cognitive Psychology"	"Corey N. White, et al."	"Diffusion models of the flanker task: Discrete versus gradual attentional selection"	"25"	"Yes"	"25"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"
"@White2011"	"2011"	"2012"	"Cognitive"	"Cognitive Psychology"	"Corey N. White, et al."	"Diffusion models of the flanker task: Discrete versus gradual attentional selection"	"22"	"Yes"	"22"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"
"@White2011"	"2011"	"2012"	"Cognitive"	"Cognitive Psychology"	"Corey N. White, et al."	"Diffusion models of the flanker task: Discrete versus gradual attentional selection"	"21"	"Yes"	"21"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"
"@White2011"	"2011"	"2012"	"Cognitive"	"Cognitive Psychology"	"Corey N. White, et al."	"Diffusion models of the flanker task: Discrete versus gradual attentional selection"	"18"	"Yes"	"18"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"
"@Schneider2012"	"2012"	"2012"	"Cognitive"	"Cognitive Psychology"	"Darryl W. Schneider, et al."	"Modeling fan effects on the time course of associative recognition"	"10"	"Yes"	"10"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"
"@Bonawitz2012"	"2012"	"2012"	"Cognitive"	"Cognitive Psychology"	"Elizabeth Baraff Bonawitz, et al."	"Children balance theories and evidence in exploration, explanation, and learning"	"91"	"Yes"	"91"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"
"@Bonawitz2012"	"2012"	"2012"	"Cognitive"	"Cognitive Psychology"	"Elizabeth Baraff Bonawitz, et al."	"Children balance theories and evidence in exploration, explanation, and learning"	"32"	"Yes"	"32"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"
"@Bonawitz2012"	"2012"	"2012"	"Cognitive"	"Cognitive Psychology"	"Elizabeth Baraff Bonawitz, et al."	"Children balance theories and evidence in exploration, explanation, and learning"	"51"	"Yes"	"32"	"19"	"0"	"0"	"0"	"0"	"1"	"0"	"0"
"@Taylor2012"	"2012"	"2012"	"Cognitive"	"Cognitive Psychology"	"Eric G. Taylor, et al."	"Causal Imprinting in Causal Structure Learning"	"61"	"No"	"61"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"
"@Taylor2012"	"2012"	"2012"	"Cognitive"	"Cognitive Psychology"	"Eric G. Taylor, et al."	"Causal Imprinting in Causal Structure Learning"	"181"	"No"	"181"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"
"@Taylor2012"	"2012"	"2012"	"Cognitive"	"Cognitive Psychology"	"Eric G. Taylor, et al."	"Causal Imprinting in Causal Structure Learning"	"143"	"No"	"143"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"
"@Taylor2012"	"2012"	"2012"	"Cognitive"	"Cognitive Psychology"	"Eric G. Taylor, et al."	"Causal Imprinting in Causal Structure Learning"	"80"	"No"	"80"	"0"	"1"	"1"	"1"	"0"	"1"	"0"	"0"
"@Reingold2012"	"2012"	"2012"	"Cognitive"	"Cognitive Psychology"	"Eyal M. Reingold, et al."	"Direct lexical control of eye movements in reading: Evidence from a survival analysis of ?xation durations"	"60"	"No"	"60"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"
"@Goodwin2011"	"2011"	"2012"	"Cognitive"	"Cognitive Psychology"	"Geoffrey P. Goodwin, et al."	"Mental models of Boolean concepts"	"28"	"No"	"28"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"
"@Goodwin2011"	"2011"	"2012"	"Cognitive"	"Cognitive Psychology"	"Geoffrey P. Goodwin, et al."	"Mental models of Boolean concepts"	"27"	"No"	"27"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"
"@Snedeker2012"	"2012"	"2012"	"Cognitive"	"Cognitive Psychology"	"Jesse Snedeker, et al."	"Disentangling the effects of cognitive development and linguistic expertise: A longitudinal study of the acquisition of English in internationally-adopted children"	"23"	"No"	"23"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"
"@Hay2011"	"2011"	"2012"	"Cognitive"	"Cognitive Psychology"	"Jessica F. Hay, et al."	"Linking sounds to meanings: Infant statistical learning in a natural language"	"41"	"Yes"	"40"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"
"@Hay2011"	"2011"	"2012"	"Cognitive"	"Cognitive Psychology"	"Jessica F. Hay, et al."	"Linking sounds to meanings: Infant statistical learning in a natural language"	"41"	"Yes"	"40"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"
"@Hay2011"	"2011"	"2012"	"Cognitive"	"Cognitive Psychology"	"Jessica F. Hay, et al."	"Linking sounds to meanings: Infant statistical learning in a natural language"	"40"	"Yes"	"20"	"20"	"1"	"0"	"0"	"0"	"0"	"0"	"0"
"@Austerweil2011"	"2011"	"2012"	"Cognitive"	"Cognitive Psychology"	"Joseph L. Austerweil, et al."	"A rational model of the effects of distributional information on feature learning"	"28"	"No"	"28"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"
"@Austerweil2011"	"2011"	"2012"	"Cognitive"	"Cognitive Psychology"	"Joseph L. Austerweil, et al."	"A rational model of the effects of distributional information on feature learning"	"28"	"No"	"28"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"
"@Austerweil2011"	"2011"	"2012"	"Cognitive"	"Cognitive Psychology"	"Joseph L. Austerweil, et al."	"A rational model of the effects of distributional information on feature learning"	"98"	"No"	"98"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"
"@Austerweil2011"	"2011"	"2012"	"Cognitive"	"Cognitive Psychology"	"Joseph L. Austerweil, et al."	"A rational model of the effects of distributional information on feature learning"	"28"	"No"	"28"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"
"@Frank2012"	"2012"	"2012"	"Cognitive"	"Cognitive Psychology"	"Michael C. Frank, et al."	"Verbal interference suppresses exact numerical representation"	"15"	"No"	"15"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"
"@Frank2012"	"2012"	"2012"	"Cognitive"	"Cognitive Psychology"	"Michael C. Frank, et al."	"Verbal interference suppresses exact numerical representation"	"24"	"No"	"24"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"
"@Frank2012"	"2012"	"2012"	"Cognitive"	"Cognitive Psychology"	"Michael C. Frank, et al."	"Verbal interference suppresses exact numerical representation"	"35"	"Yes"	"34"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"0"
"@Cohn2012"	"2012"	"2012"	"Cognitive"	"Cognitive Psychology"	"Neil Cohn, et al."	"(Pea)nuts and bolts of visual narrative: Structure and meaning in sequential image comprehension"	"24"	"No"	"24"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"
"@Cohn2012"	"2012"	"2012"	"Cognitive"	"Cognitive Psychology"	"Neil Cohn, et al."	"(Pea)nuts and bolts of visual narrative: Structure and meaning in sequential image comprehension"	"54"	"Yes"	"52"	"2"	"1"	"1"	"0"	"0"	"0"	"0"	"0"
"@Creel2012a"	"2012"	"2012"	"Cognitive"	"Cognitive Psychology"	"Sarah C. Creel"	"Similarity-based restoration of metrical information: Different listening experiences result in different perceptual inferences"	"36"	"No"	"36"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"
"@Creel2012a"	"2012"	"2012"	"Cognitive"	"Cognitive Psychology"	"Sarah C. Creel"	"Similarity-based restoration of metrical information: Different listening experiences result in different perceptual inferences"	"36"	"No"	"36"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"
"@Creel2012a"	"2012"	"2012"	"Cognitive"	"Cognitive Psychology"	"Sarah C. Creel"	"Similarity-based restoration of metrical information: Different listening experiences result in different perceptual inferences"	"80"	"No"	"80"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"
"@Creel2012a"	"2012"	"2012"	"Cognitive"	"Cognitive Psychology"	"Sarah C. Creel"	"Similarity-based restoration of metrical information: Different listening experiences result in different perceptual inferences"	"36"	"No"	"36"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"
"@Creel2012a"	"2012"	"2012"	"Cognitive"	"Cognitive Psychology"	"Sarah C. Creel"	"Similarity-based restoration of metrical information: Different listening experiences result in different perceptual inferences"	"36"	"No"	"36"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"
"@Creel2012a"	"2012"	"2012"	"Cognitive"	"Cognitive Psychology"	"Sarah C. Creel"	"Similarity-based restoration of metrical information: Different listening experiences result in different perceptual inferences"	"80"	"Yes"	"80"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"
"@Leslie2012"	"2012"	"2012"	"Cognitive"	"Cognitive Psychology"	"Sarah-Jane Leslie, et al."	"Quantified statements are recalled as generics: Evidence from preschool children and adults"	"18"	"No"	"18"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"
"@Leslie2012"	"2012"	"2012"	"Cognitive"	"Cognitive Psychology"	"Sarah-Jane Leslie, et al."	"Quantified statements are recalled as generics: Evidence from preschool children and adults"	"48"	"No"	"48"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"
"@Leslie2012"	"2012"	"2012"	"Cognitive"	"Cognitive Psychology"	"Sarah-Jane Leslie, et al."	"Quantified statements are recalled as generics: Evidence from preschool children and adults"	"26"	"No"	"26"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"
